101
96
95
95
95
828
99
1456
1521
95
114
97
97
95
95
1494
116
95
106
106
97
95
95
95
117
95
1635
106
98
127
94
95
113
95
100
95
95
95
95
95
95
96
95
99
97
95
115
95
95
102
95
96
95
96
95
95
95
1481
95
95
95
95
95
1269
119
1432
95
95
99
1608
95
95
95
102
95
95
95
95
1453
95
95
96
110
124
95
148
1465
1382
131
96
151
120
101
95
96
97
95
1571
122
95
