1560
1
1713
95
95
1849
95
1766
1563
95
96
95
95
2010
1873
1710
1756
95
1611
1678
96
96
96
1565
102
96
1924
95
95
1791
97
95
95
97
95
1821
1724
95
96
1573
96
1784
94
97
1582
1860
1831
1644
1812
1589
95
95
1538
130
1649
95
95
1602
1755
1716
95
1634
95
96
98
1533
96
1543
112
1600
1818
94
1582
1623
